place_id,rank,name,x,y,distance,categoryName,categoryPath,category,reviewCount,averagePrice,address,roadAddress,abbrAddress,shortAddress,displayContext,labelTheme,microReviews,cardDescription,description,images,marker,markerSelected,markerId,bizhourInfo,hasBroadcastInfo,broadcastInfo,michelinGuide,reservation,hasSmartOrder,hasNPay,reservationLabel,contentsInfo,ratingInfo,reviewDisplay,detail_url,city,box_id,scraped_at,success,americano,menu_items
38448630,26,1989카페,128.882476,37.744986,0.192,디저트,"[[""220036"", ""220052"", ""220563""]]","[""음식점"", ""카페,디저트""]",12,5000,강원특별자치도 강릉시 내곡동 470-24,강원특별자치도 강릉시 강변로126번길 6,내곡동 470-24,"[""강원 강릉시"", ""강변로126번길 6""]",[],카페,[],강원특별자치도 강릉시 내곡동 470-24,,[],nres://marker/00079-00145,nres://marker/00079-00309,220563,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},[],https://map.naver.com/p/entry/place/38448630,강릉,3,2025-10-22T03:51:51.701480,true,True,"[{""name"": ""아메리카노"", ""price"": ""3,000""}, {""name"": ""카페라떼"", ""price"": ""3,500""}, {""name"": ""스무디"", ""price"": ""3,500""}, {""name"": ""옛날빙수"", ""price"": ""7,000""}, {""name"": ""복분자아이스티"", ""price"": ""3,800""}]"
1911365107,64,1인 한독대 국물 김치찜 강릉점,128.865261,37.7574951,0.24,한식,"[[""220036"", ""220037"", ""220053""]]","[""음식점"", ""한식""]",2,0,강원특별자치도 강릉시 홍제동 598 147-11,강원특별자치도 강릉시 사임당로 147-6,홍제동 598 147-11,"[""강원 강릉시"", ""사임당로 147-6""]",[],한식,[],강원특별자치도 강릉시 홍제동 598 147-11,,[],nres://marker/00079-00145,nres://marker/00079-00309,220053,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},[],https://map.naver.com/p/entry/place/1911365107,강릉,12,2025-10-22T03:52:02.556543,later,,
1350144892,20,38냉삼집,128.8819035,37.7580552,0.25,돼지고기구이,"[[""220036"", ""220037"", ""220075"", ""220765"", ""221458""]]","[""한식"", ""돼지고기구이""]",43,15000,강원특별자치도 강릉시 교동 1732 나동4호,강원특별자치도 강릉시 원대로 38,교동 1732 나동4호,"[""강원 강릉시"", ""원대로 38""]",[],한식,[],국내산 품질좋은 고기만을 사용합니다,국내산 품질좋은 고기만을 사용합니다,"[""https://pup-review-phinf.pstatic.net/MjAyNTEwMDlfNDgg/MDAxNzU5OTg3MzMwMzMy.qdfyiAqCPUy2ATkiEVUya6KhMm-dq_76HKFHyyHEGIsg.7ioWK1S1nlA2hSs9wDwkJKw_jPJmCDtOwlwfa2AABdIg.JPEG/20251008_175052.jpg.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA1MDdfMjgy/MDAxNzQ2NjI1OTgxMjg5.-1ZWKMuZBIE9eCeHEvm6XPwyq4QBEQQmmuRHGnDd1MIg.rxIJu0TRRBaLEO8LGwu1t89GViRaLHXXtBkpTZJnwtAg.JPEG/20250503_165421.jpg.jpg"", ""https://ldb-phinf.pstatic.net/20240421_250/1713658888568uUptS_JPEG/1000010544.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTEwMTVfNzcg/MDAxNzYwNTI1MzI2OTYx.KQSjx4LHZUcQzai1DEIiRM4cG2Y8m89BFNiK6J8QsQwg.FjumkFkKPXerd7ytH5Fg1xXmvZ5mYBFJVb1GCfMmVMIg.JPEG/C374CFE5-A154-4D85-934F-9650EB47B9C4.jpeg"", ""https://ldb-phinf.pstatic.net/20250827_54/1756275089297rrUSQ_JPEG/1000016546.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTEwMTBfMTI0/MDAxNzYwMDg5NDMyOTUw.0sW1tKbF2GVFOJKpHPaTjqedoSB_t1x9brf2944uGVYg.0t5BC8vA5Ej6w9-xX_K2WM6rWzHjN6NQ--XOmJCzaVgg.JPEG/20251004_165028.jpg.jpg"", ""https://ldb-phinf.pstatic.net/20250827_221/1756275089318pkLHc_JPEG/1000016547.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA5MDhfMjMz/MDAxNzU3MzMxNzk4OTI0.bRQe7TlnAoejtwJmpFuNU2Htn6zrGjJwn6QrLKpbBKog.H605pmFWunRwiUOJF8CraO85h95iGAaK_DJapisKty0g.JPEG/20250908_183929.jpg.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTEwMTNfMTI5/MDAxNzYwMzMxNDY4MzE1.ks-LqCE0gkeUG6H4Aa_Kt8ZW71jq-1I5KLZTj0xNt8Ig.7ZI6zozXM_2o7OdJr92X1CsdPO3qDOtADEXSSmYXlSQg.JPEG/20250905_180514.jpg.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA3MjVfNzMg/MDAxNzUzNDEyMDU4MDcw.Fm8G0VEr4RNArOMorFHvi7i379Cto5XVfazvM9a9SeUg.8Z6n_xciZFaeSmClALABoBuC2Yj5MtDwSrHQAOo4rX0g.JPEG/916A1C85-3BDF-46F8-96AB-492DB98DA9E0.jpeg""]",nres://marker/00079-00145,nres://marker/00079-00309,221458,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,"{""total"": ""0.0"", ""receipt"": null, ""booking"": null}",[],https://map.naver.com/p/entry/place/1350144892,강릉,15,2025-10-22T03:52:05.600299,true,False,"[{""name"": ""냉동삼겹 5mm"", ""price"": ""13,000""}, {""name"": ""냉동삼겹 8mm"", ""price"": ""13,000""}, {""name"": ""대패삼겹"", ""price"": ""13,000""}, {""name"": ""항정살"", ""price"": ""17,000""}]"
1515266893,46,BBQ치킨 내곡홍제점,128.8822066,37.7440118,0.249,"치킨,닭강정","[[""220036"", ""220049"", ""220250""]]","[""음식점"", ""치킨,닭강정""]",150,20000,강원특별자치도 강릉시 내곡동 471-14,강원특별자치도 강릉시 강변로114번길 13,내곡동 471-14,"[""강원 강릉시"", ""강변로114번길 13""]",[],,[],안녕하세요. 고객의 행복을 키우는 BBQ입니다.  BBQ는 Best of the Best Quality (최고 품질 중에서도 최고)를 뜻합니다. BBQ는 그 이름처럼 최고의 원재료만을 사용하여 맛은 물론 고객의 건강까지 생각 ,안녕하세요. 고객의 행복을 키우는 BBQ입니다.  BBQ는 Best of the Best Quality (최고 품질 중에서도 최고)를 뜻합니다. BBQ는 그 이름처럼 최고의 원재료만을 사용하여 맛은 물론 고객의 건강까지 생각 ,"[""https://pup-review-phinf.pstatic.net/MjAyNTA5MjFfMjcg/MDAxNzU4NDQ2NDA2NzQ2.6tO1YjgU2exzberE1lXhpjLTLVFurKrC6qXDIg3Utvsg.dV9URTzsJuGphv4yC-VgqbjSq4GD0x0W3MDJLRO_cywg.JPEG/898A656A-5038-4B31-9D25-1E6CA25F7027.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA3MDNfMjY0/MDAxNzUxNTM5NDU2MTY0.Bn4TRuAseyIgXgXLgcJT0kkQ-B96IBnUF1fbyMgHz4Ag.AMUPl8JU1KPbYFrhAgc-I8OwDixatUSODxoWVUsePkQg.JPEG/20250702_230342.heic.jpg"", ""https://ldb-phinf.pstatic.net/20251010_249/1760068832280IQWox_JPEG/BBQ_%BB%D5%C4%A1%C5%B7_KV_%C1%A4%B9%E6%C7%FC_v3.jpg"", ""https://ldb-phinf.pstatic.net/20250610_180/1749566543312m8cAt_JPEG/%BA%AF%BF%E4%C7%D1_%BF%C2%B6%F3%C0%CE%B8%C5%C0%E5_%B8%DE%B4%BA_3-1.jpg"", ""https://ldb-phinf.pstatic.net/20250610_104/1749566500938oePkl_JPEG/KakaoTalk_20250610_233451795.jpg""]",nres://marker/00079-00145,nres://marker/00079-00309,220250,,False,,,,True,True,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": true}",,{},"[{""sid"": ""1515266893"", ""bodySummary"": ""그리고 우리집 양반이 좋아하는 황금올리브 후라이드치킨 아무것도 안찍어도 안발라도 그냥 짭조름한 호불호없이 무조건 호 이기만한 치킨 BBQ 양념치킨 아, 근데 콜라가 안왔는데 원래 "", ""url"": ""https://m.blog.naver.com/kxxyxxaxx/223249698236"", ""nick"": ""강퀸"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMzExMjhfNTEg/MDAxNzAxMTU3MTM5MTE0.gpMQeTXpfl4-N401Oofqzu-HhWy-K3adz4W5aQtLycQg.Z0I3yuq0n_VbNtCvqHSgkQ3z9_cI0TTzkAN0MvkgXFEg.JPEG.sj_5959/%25EA%25B0%2595%25EB%25A6%2589%25ED%2580%25B8%25EC%25B9%25B42.JPG/%25EA%25B0%2595%25EB%25A6%2589%25ED%2580%25B8%25EC%25B9%25B42.JPG""}, {""sid"": ""1515266893"", ""bodySummary"": ""치킨 한마리에 거의 삼만원 돈이면 손 떨리는건 사실인데요, 너무 맛있으니까,, 맛있으면 괜찮다며 위로해 봅니다 이상 오늘두 다이어트를 포기한 내돈내먹,, 끝 ! #비비큐 #bbq "", ""url"": ""https://m.blog.naver.com/intimatesky/223069113868"", ""nick"": ""안짱이"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAxOTA3MDdfMTk3/MDAxNTYyNDk1ODg0MTg0.M3t5Fp7hie6pd92kCMVaUplzeF2M47Ob_nHfH44n2yog.mtEuF_B0oB8kmkMP1_5fHumDHY4DXIaJdIJ-YHAgNNgg.PNG.intimatesky/profileImage.png""}, {""sid"": ""1515266893"", ""bodySummary"": ""우리나라에서 만든 수제 청포도 에일 맥주. 말표 맥주. 아니 이거 에일 맥주라 그런지 맛과 향이 청포도 향이 나는 게 너무 부드럽고 거부감 안 들고 그냥 맛있다!! .술은 기분 안"", ""url"": ""https://m.blog.naver.com/to-be0903/222961323627"", ""nick"": ""비비"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMzAyMDZfODkg/MDAxNjc1NjYxNzQ1MDY5.V-5TrFHPWT8_e-646KDPG9kOLXl5Ni4KnYaM0h9rqrEg.2UnxnbKuiE6GkdIS8d7WWew3G6wrk4W8aXHKzI5Ta-Ig.JPEG.sbc0903/KakaoTalk_20230206_131634410_12.jpg/KakaoTalk_20230206_131634410_12.jpg""}]",https://map.naver.com/p/entry/place/1515266893,강릉,3,2025-10-22T03:51:51.701542,true,False,"[{""name"": ""뿜치킹"", ""price"": ""25,000""}, {""name"": ""마라핫"", ""price"": ""28,000""}, {""name"": ""땡쇼크"", ""price"": ""25,000""}, {""name"": ""맵소디"", ""price"": ""24,500""}, {""name"": ""황금올리브치킨™"", ""price"": ""23,000""}, {""name"": ""황금올리브치킨™양념"", ""price"": ""24,500""}, {""name"": ""황올 반+BBQ양념 반"", ""price"": ""24,000""}, {""name"": ""BBQ맛탕"", ""price"": ""4,000""}, {""name"": ""BBQ 떡볶이"", ""price"": ""7,000""}, {""name"": ""한입등갈비튀김"", ""price"": ""25,000""}, {""name"": ""핫베이크 닭다리"", ""price"": ""26,000""}, {""name"": ""핫베이크 윙"", ""price"": ""24,000""}, {""name"": ""바사칸 윙"", ""price"": ""23,000""}, {""name"": ""TOP3세트메뉴 Set1"", ""price"": ""29,000""}, {""name"": ""TOP3세트메뉴 Set2"", ""price"": ""30,000""}]"
1334059333,8,BHC치킨 유천택지점,128.87059,37.7573186,0.278,"치킨,닭강정","[[""220036"", ""220049"", ""220251""]]","[""음식점"", ""치킨,닭강정""]",289,20000,강원특별자치도 강릉시 홍제동 1031-2 103호,강원특별자치도 강릉시 선수촌로 72,홍제동 1031-2 103호,"[""강원 강릉시"", ""선수촌로 72""]",[],,[],*운영시간/휴무일은 매장상황에 따라 변동될 수 있습니다. 매장으로 확인 부탁드립니다.,*운영시간/휴무일은 매장상황에 따라 변동될 수 있습니다. 매장으로 확인 부탁드립니다.,"[""https://pup-review-phinf.pstatic.net/MjAyNTA0MjFfNCAg/MDAxNzQ1MjQxNzAwMTA5.cBF5xw-gzNK9WqbWsAnelIHNRmihRtY1tB8plIQlQA0g.GfEw7D7zmvop9iL8ERNjwZUCYbhd8eFUfRs6OoM2Gq0g.JPEG/9B8A70B0-7A07-4F5C-BD87-CE74FBA68A8D.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA1MjlfMTY5/MDAxNzQ4NTIzNzcyMzc0.RW425ow2OBTTu0iJ6UWsAbWyK54WXjjQTIfmUpITmwUg.qRWRxGrz08phwDOnmqRLqDif-DIsxjmkMt5raAyHiDIg.JPEG/E289C6DD-334D-4FC6-AAAE-206B6AC6282C.jpeg"", ""https://ldb-phinf.pstatic.net/20250828_89/1756343086715uKE1K_JPEG/25.0814_%B3%D7%C0%CC%B9%F6_%C7%C3%B7%B9%C0%CC%BD%BA_1000X1000.jpg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA2MDRfMTA5/MDAxNzQ5MDIyNTA4MzI4.22CsyNvdmHYjfNyP8g3n6ul00YPIjqXDSyTSvs30c4Yg.nz5YGA2PHzejcWu5Gs2Odu9MYqrNo6OKpJoONUKWy7sg.JPEG/20250603_200941.jpg"", ""https://ldb-phinf.pstatic.net/20250915_140/1757914443821Y7mfC_JPEG/%B8%C0%C3%CA%C5%B7_%B3%D7%C0%CC%B9%F6%C7%C3%B7%B9%C0%CC%BD%BA_ver2.jpg"", ""https://ldb-phinf.pstatic.net/20250915_145/1757914450249LKqK9_JPEG/%C4%E2%BD%C4%C5%B7_%B3%D7%C0%CC%B9%F6%C7%C3%B7%B9%C0%CC%BD%BA.jpg""]",nres://marker/00079-00145,nres://marker/00079-00309,220251,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},"[{""sid"": ""1334059333"", ""bodySummary"": ""오랜만에 핫후라이드 쿨타임이 차 BHC 방문. BHC치킨 유천택지점 매일 12:00-24:00 033-647-2001 단체이용가능, 주차, 포장, 배달 , 무선인터넷 위치는 유천 "", ""url"": ""https://m.blog.naver.com/yu_na_nam/223355323403"", ""nick"": ""마죠리카"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMzAzMDJfMTIx/MDAxNjc3NzYzMzA5MjA3.CH5Y7dvKKng2m6JKDzjlmjhSnk-Pb-1lD8I5bCOW1kMg.kTansGsMOTz0cBY4FS4ESvzm28Uh07ZGgIhcUeRpWUgg.PNG.yogutdoo/profileImage.png""}, {""sid"": ""1334059333"", ""bodySummary"": ""이제는 둘이서 1닭을 하고 있어서;;; 한 마리는 부족해요 ^^; 여러 종류의 매장이 있지만 자주 주문해 먹는 #BHC치킨 #강릉 #유천점 소개합니다~! 매장이 넓어서 회식으로도 "", ""url"": ""https://m.blog.naver.com/bigpelvis007/223166382715"", ""nick"": ""시골아빠"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMzAzMTBfMjU2/MDAxNjc4NDEwMjExMzg1.PLsleBIe1vNEQC1B47psk9ZZ3N16T7GhfTd4TEA2UZUg.LcKITyVNJJpg4Aj3asb1a3ATaL-et7yAOc9a9NbYuYwg.JPEG.micro_010/profileImage.jpg""}, {""sid"": ""1334059333"", ""bodySummary"": ""다행히도 강릉BHC 유천택지점은 비어존입니다!! 빨간 박스처럼 저 표시가 BHC 비어존 내점위주 배달 병행 매장입니다 즉 호프집처럼 가게 안에서 식사를 할 수 있다 이거지요 그럼 "", ""url"": ""https://m.blog.naver.com/oto23/223157021054"", ""nick"": ""인플루언cer"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMTEyMTVfNTgg/MDAxNjM5NTQwMzg0MzU2.ziF4XL2VJgqPnbL2N7cMoqsGgUi7ioylxQsa1CRVsB8g.tjBNZ_QXs5t23wpS62bd9j804tWp5bDwiZBgYtzGxjsg.JPEG.oto23/1.jpg""}, {""sid"": ""1334059333"", ""bodySummary"": ""전 언제나 BHC 뿌링클을 제일 좋아하거든요 ㅠㅠ (콤보 최고) 요즘은 치킨집마다 기프티콘을 주문하는 법이 달라서 검색해보니, BHC치킨은 어플을 사용해야 기프티콘을 사용할 수 있"", ""url"": ""https://m.blog.naver.com/chlwl2343/222845113602"", ""nick"": ""EDGE"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMjEwMDFfMTUw/MDAxNjY0NTg0Mjc2NjMz.EGEC6OkEdbCHcoTV4G1gFSpyz3N1O2OQxnSNprX6CvEg.HBgiogKCO2qaHA9jnNj3ilL-RFBPTdWIrnY42X1jUdsg.PNG.chlwl2343/profileImage.png""}, {""sid"": ""1334059333"", ""bodySummary"": ""유천지구 bhc !! 치맥한잔하러 왔어용 내부가 깔끔하네용 신메뉴가 나왔다고 해서 포스팅하고자 블랙올리브치킨을 주문 !! 두근두근 아는맛을 제일 좋아하지만 새로운걸 도전해 봤습니다"", ""url"": ""https://m.blog.naver.com/jlovet444/221827985155"", ""nick"": ""기쁨이"", ""profileImg"": ""http://blogpfthumb.phinf.naver.net/MjAyMDA5MTlfOTQg/MDAxNjAwNTIwOTQ3MDEx.JqU51ma7RoE-J4CbrMOBE0Zv5TEyiGhtAoezwqSe84kg.UA8K9l5B400Kk7SzLLI-GDUuzuCRd-pyVzB4gN0DT0kg.PNG.jlovet444/profileImage.png""}]",https://map.naver.com/p/entry/place/1334059333,강릉,13,2025-10-22T03:52:03.669040,true,False,"[{""name"": ""콰삭톡"", ""price"": ""23,000""}, {""name"": ""콰삭톡 콤보/윙/스틱/순살"", ""price"": ""25,000""}, {""name"": ""콰삭킹 순살"", ""price"": ""23,000""}, {""name"": ""HOT골드킹"", ""price"": ""21,000""}, {""name"": ""HOT골드킹 콤보/윙/스틱"", ""price"": ""24,000""}, {""name"": ""뿌링클"", ""price"": ""21,000""}, {""name"": ""맛초킹"", ""price"": ""21,000""}, {""name"": ""카이막 치즈볼"", ""price"": ""6,000""}, {""name"": ""뿌링 카이막 치즈볼"", ""price"": ""7,000""}, {""name"": ""콰삭 슈림프"", ""price"": ""9,000""}, {""name"": ""콰삭킹 콤보/윙/스틱"", ""price"": ""23,000""}, {""name"": ""콰삭킹"", ""price"": ""21,000""}, {""name"": ""뿌링클라이스"", ""price"": ""4,000""}, {""name"": ""맛초킹라이스"", ""price"": ""4,000""}, {""name"": ""(NEW)뿌링클나쵸"", ""price"": ""2,000""}]"
1889347171,4,BUBBLY,128.8857791,37.7514539,0.224,디저트,"[[""220036"", ""220052"", ""220563""]]","[""음식점"", ""카페,디저트""]",7,5000,강원특별자치도 강릉시 홍제동 137-18,강원특별자치도 강릉시 토성로 73,홍제동 137-18,"[""강원 강릉시"", ""토성로 73""]",[],카페,[],"믿기 어렵겠지만.....  카페안에 셀프 빨래방이?  빨래하러 오시는 카페입니다.^^  빨래, 건조는 세탁기, 건조기가 알아서... 운동화(운동화전용 세탁/건조기)까지...  이젠 집 같이 편안한 분위기 ","믿기 어렵겠지만.....  카페안에 셀프 빨래방이?  빨래하러 오시는 카페입니다.^^  빨래, 건조는 세탁기, 건조기가 알아서... 운동화(운동화전용 세탁/건조기)까지...  이젠 집 같이 편안한 분위기 ","[""https://ldb-phinf.pstatic.net/20221010_132/1665402841696epS7h_JPEG/20221010_170535.jpg"", ""https://ldb-phinf.pstatic.net/20221010_136/1665402849329PKu1m_JPEG/20221010_170310.jpg"", ""https://ldb-phinf.pstatic.net/20221010_106/1665402849034rEfJO_JPEG/20221010_170902.jpg""]",nres://marker/00079-00145,nres://marker/00079-00309,220563,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},[],https://map.naver.com/p/entry/place/1889347171,강릉,7,2025-10-22T03:51:56.251072,true,True,"[{""name"": ""아메리카노"", ""price"": ""4,000""}, {""name"": ""레몬청 에이드 (수제청)"", ""price"": ""5,000""}, {""name"": ""자몽청 에이드 (수제청)"", ""price"": ""5,000""}, {""name"": ""세탁_건조"", ""price"": ""4,000""}]"
33657510,32,Coffee & J,128.8796891,37.7546133,0.083,디저트,"[[""220036"", ""220052"", ""220563""]]","[""음식점"", ""카페,디저트""]",2,0,강원특별자치도 강릉시 홍제동 992-2 강릉 고속버스터미널 1층 승하차장,강원특별자치도 강릉시 하슬라로 15,홍제동 992-2 강릉 고속버스터미널 1층 승하차장,"[""강원 강릉시"", ""하슬라로 15""]",[],카페,[],강원특별자치도 강릉시 홍제동 992-2 강릉 고속버스터미널 1층 승하차장,,[],nres://marker/00079-00145,nres://marker/00079-00309,220563,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},[],https://map.naver.com/p/entry/place/33657510,강릉,10,2025-10-22T03:51:59.993510,later,,
1524569798,6,Log M,128.8856504,37.7601672,0.19,카페,"[[""220036"", ""220052"", ""220576"", ""221212""]]","[""카페,디저트"", ""카페""]",157,5000,강원특별자치도 강릉시 교동 1048-3,강원특별자치도 강릉시 화부산로 35-2,교동 1048-3,"[""강원 강릉시"", ""화부산로 35-2""]",[],카페,[],강원특별자치도 강릉시 교동 1048-3,,"[""https://pup-review-phinf.pstatic.net/MjAyNTA1MDNfMjk3/MDAxNzQ2Mjc5OTY0OTc5.gSvwQp8jQDzxt4mljOH6nj-wBwe6qMFn0ocnmU-n2hQg.lf6s_H6JH4-xlklxxFGA5kdA3WomwMlAoITjqixhhU8g.JPEG/20250503_182254.jpg.jpg"", ""https://ldb-phinf.pstatic.net/20200220_87/1582167627986WplFU_JPEG/zYJGOHhDTiL4qZKo9hA-oGxT.jpeg.jpg"", ""https://ldb-phinf.pstatic.net/20200221_159/1582224918046hff85_JPEG/p5lBMAyZldbig9_UK9IxDTP5.jpg""]",nres://marker/00079-00145,nres://marker/00079-00309,221212,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},[],https://map.naver.com/p/entry/place/1524569798,강릉,15,2025-10-22T03:52:05.600251,true,True,"[{""name"": ""흑임자라떼 아이스"", ""price"": ""5,000""}, {""name"": ""흑당버블라떼 아이스"", ""price"": ""5,000""}, {""name"": ""아메리카노 핫"", ""price"": ""3,000""}, {""name"": ""아인슈페너 아이스"", ""price"": ""5,500""}, {""name"": ""쿠키"", ""price"": ""4,500""}, {""name"": ""다쿠아즈"", ""price"": ""2,500""}]"
1147849032,28,MAYDAY,128.882601,37.755728,0.251,디저트,"[[""220036"", ""220052"", ""220563""]]","[""음식점"", ""카페,디저트""]",330,5000,강원특별자치도 강릉시 교동 949-5 1층,강원특별자치도 강릉시 원대로8번길 8,교동 949-5 1층,"[""강원 강릉시"", ""원대로8번길 8""]",[],카페,"[""소밤라떼와 에그타르트의 완벽한 조합""]",소밤라떼와 에그타르트의 완벽한 조합,강릉 터미널 5분거리 후르츠 산도 & 푸딩 맛집,"[""https://pup-review-phinf.pstatic.net/MjAyNTA3MjdfMjc5/MDAxNzUzNjA0NTUzODIw.DN7MJBHQxerMLfjT8AAJa0GdBq4bU6mwDJ-EYjBc0acg.WPI-CRThtp31991XsZAA1GKH077lRLfHrpgGgHG0lv0g.JPEG/519DF5B9-EEBE-48C3-8F3B-456930C68A0C.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTEwMDdfMTY5/MDAxNzU5ODEzMTc2NDc4.tDRvjqk8R-Z0Poj2oEa3-Ip0f_tGy7-3lRU7J06kTMAg.XumpiuDo__x9y0qphmWl7P-WEHpcOIar0RES60mNA_Mg.JPEG/9C140842-CA0B-4151-9838-DFBDD988220D.jpeg"", ""https://ldb-phinf.pstatic.net/20250114_233/1736822514442MBjY9_JPEG/IMG_5139.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA1MjBfMjcz/MDAxNzQ3NzM0NzI5MzI0.W6eh0LaEcHEAij6gOZ_T7VKzfiXsHnLxpxtbJijhSUwg.-HAJVWHfJOQ58pU1-XuIFRi0WggEbE2gJNnkN1237Hgg.JPEG/20250520_142609.jpg.jpg"", ""https://ldb-phinf.pstatic.net/20250114_45/1736822608154r3qDw_JPEG/IMG_5735.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA4MjZfNTUg/MDAxNzU2MTkyMTQxNjAx.DGJmfOiq8RUSk477MApl56Peu6bYENqXDHxJNVzdmRAg.P1uPb9ilXwzjskf3VxJP_GbB8-bgQ5_PsEpxcDpLW8cg.JPEG/20250826_154704.jpg.jpg"", ""https://ldb-phinf.pstatic.net/20250114_146/17368225657684ozsD_JPEG/IMG_5749.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA1MDZfMTk2/MDAxNzQ2NTIzMzc3Mjcw.BMp1o2TL4BMDnp5kgINyXpAPsqJpLehC3IARBVt6bn0g.GVjCJtS9M6E6IiMuDEUmMa2Z0XS6AU8pRJ-uLHuqYRQg.JPEG/FFD50562-36AC-4D0D-83B9-E75EC8E22DD1.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA2MjNfNiAg/MDAxNzUwNjUyMTczOTEw.C-bOiWqTgxknZODNqeOepnUvpcEWnDlhDtYhCUyK8Vcg.5k4teQOahxH5ZYn5-evyR7O-RRNgLkSGXocCUoHY15Ig.JPEG/43548C6D-37EA-4931-A27F-F05EB3CA0333.jpeg"", ""https://pup-review-phinf.pstatic.net/MjAyNTA3MjdfMjk1/MDAxNzUzNTkyNTQyNTcw.RDcBSeMSR5fH2NrBwr7VSSLxF9E8I-6SOh4PGx8s9PYg.rOHYH-995wB9i1WY43ocIj76Pc0uBw8mlOQlUSreI6kg.JPEG/6EE9E182-3915-47D7-9ABF-F70713A5E442.jpeg""]",nres://marker/00079-00145,nres://marker/00079-00309,220563,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,"{""total"": ""0.0"", ""receipt"": null, ""booking"": null}",[],https://map.naver.com/p/entry/place/1147849032,강릉,11,2025-10-22T03:52:01.559244,true,False,"[{""name"": ""카라멜푸딩"", ""price"": ""4,500""}, {""name"": ""에그타르트"", ""price"": ""3,000""}, {""name"": ""소밤라떼"", ""price"": ""5,500""}, {""name"": ""푸딩빙수"", ""price"": ""13,000""}, {""name"": ""팥빙수"", ""price"": ""13,500""}, {""name"": ""쌍화차"", ""price"": ""6,000""}, {""name"": ""차이티 라떼"", ""price"": ""5,500""}, {""name"": ""후르츠산도(무화과&샤인머스켓)"", ""price"": ""7,000""}, {""name"": ""자두에이드"", ""price"": ""5,500""}, {""name"": ""제주 청귤 에이드"", ""price"": ""5,500""}, {""name"": ""레몬 에이드"", ""price"": ""5,500""}, {""name"": ""메론소다"", ""price"": ""6,000""}, {""name"": ""크림소다"", ""price"": ""6,000""}]"
1892536867,12,YJ마카롱 강릉직영점,128.8706216,37.7573285,0.275,디저트,"[[""220036"", ""220052"", ""220563""]]","[""음식점"", ""카페,디저트""]",5,0,강원특별자치도 강릉시 홍제동 1031-2,강원특별자치도 강릉시 선수촌로 72,홍제동 1031-2,"[""강원 강릉시"", ""선수촌로 72""]",[],카페,[],강원특별자치도 강릉시 홍제동 1031-2,,[],nres://marker/00079-00145,nres://marker/00079-00309,220563,,False,,,,False,False,"{""preOrder"": false, ""standard"": false, ""table"": false, ""takeout"": false}",,{},[],https://map.naver.com/p/entry/place/1892536867,강릉,13,2025-10-22T03:52:03.669056,later,,
